Age,Credit Score,Home Maintenance,Image Filename,Insured,Monthly Income,Previous Insurance Claims
43,735.4620163145898,Frequently,image_1046.jpg,1,5463.3920246704765,2
52,517.7825315159921,Never,image_1047.jpg,0,2983.8326052904426,0
51,685.3469564513534,Occasionally,image_1048.jpg,0,4109.553426774483,0
38,674.0450138667471,Rarely,image_1049.jpg,1,7027.899894327197,1
37,773.2421483877777,Frequently,image_1050.jpg,0,6848.810067088825,0
48,756.8994401969405,Occasionally,image_1051.jpg,1,5297.50273897135,0
51,688.0050849229488,Frequently,image_1052.jpg,0,5487.591704149302,0
47,659.4692184404746,Never,image_1053.jpg,1,4918.0531617157585,0
39,724.6131363254385,Occasionally,image_1054.jpg,0,5611.90257901841,1
47,792.835970903023,Occasionally,image_1055.jpg,1,5897.120797582956,0
41,820.4097802806546,Frequently,image_1056.jpg,1,6044.140864050621,2
36,772.5494167116664,Rarely,image_1057.jpg,1,5153.611272949443,1
46,817.8009246376719,Frequently,image_1058.jpg,1,5583.8920264628905,0
45,511.4618193461528,Never,image_1059.jpg,1,3862.419405080943,0
41,525.4997967167702,Never,image_1060.jpg,0,4692.447012539188,0
44,783.469590986374,Frequently,image_1061.jpg,1,4196.725369095478,0
40,766.2206330415153,Occasionally,image_1062.jpg,0,5211.415553404475,2
47,846.1791131400902,Frequently,image_1063.jpg,1,5116.532978003695,2
42,694.7271042624161,Never,image_1064.jpg,0,6386.825261802412,1
38,679.3971356062408,Never,image_1065.jpg,0,4266.0332723651545,2
51,743.9993331685743,Rarely,image_1066.jpg,1,5085.901804463331,1
52,496.60637245102305,Rarely,image_1067.jpg,0,5378.938321353564,2
38,784.1319191046197,Occasionally,image_1068.jpg,0,3871.616457159058,1
43,638.8666517540723,Occasionally,image_1069.jpg,0,4415.477063677707,0
48,776.1578468886752,Occasionally,image_1070.jpg,1,5162.676186245157,2
50,671.6881160097488,Rarely,image_1071.jpg,1,5212.610759721837,2
41,743.1520266899056,Occasionally,image_1072.jpg,0,5984.302844650818,2
44,611.708179736766,Rarely,image_1073.jpg,0,4942.715841261422,0
37,596.895772939612,Never,image_1074.jpg,0,4959.0775004933985,0
52,853.6005641629557,Frequently,image_1075.jpg,1,6638.965848016619,0
59,573.596817358937,Never,image_1076.jpg,0,3536.7507189286202,0
43,634.446546519314,Occasionally,image_1077.jpg,1,5062.36758293677,0
50,746.0529030520548,Occasionally,image_1078.jpg,1,5625.101753594093,1
48,507.6887332384146,Never,image_1079.jpg,1,3737.7663968582647,0
45,733.5462117687938,Frequently,image_1080.jpg,0,4985.532694036514,2
44,474.56641483814565,Occasionally,image_1081.jpg,0,3672.901305276728,0
46,703.5715594099846,Occasionally,image_1082.jpg,0,5541.8744997211925,0
48,493.0414975619329,Occasionally,image_1083.jpg,1,5364.975446420316,0
51,498.65700961808983,Occasionally,image_1084.jpg,0,4751.765993556473,0
58,548.7268841284645,Never,image_1085.jpg,0,2915.835674127653,0
42,546.824914156754,Rarely,image_1086.jpg,0,4282.578454037484,0
50,742.6910885318174,Rarely,image_1087.jpg,1,5356.717157093879,2
50,786.2186269076842,Occasionally,image_1088.jpg,0,5621.755023840868,1
53,742.3604330491694,Rarely,image_1089.jpg,0,5751.579688896598,0
45,793.3132609160533,Frequently,image_1090.jpg,0,6215.277340762965,0
46,875.9517458880825,Occasionally,image_1091.jpg,1,4250.212114679789,2
49,767.9637460692504,Frequently,image_1092.jpg,1,5415.580138139128,3
49,672.463006139511,Frequently,image_1093.jpg,1,4513.212872063899,3
45,630.476071136966,Occasionally,image_1094.jpg,0,3677.363534466326,0
42,684.8482402062056,Rarely,image_1095.jpg,1,3755.689104636726,1
47,634.1405592292076,Rarely,image_1096.jpg,0,3880.6929351496738,2
38,798.4532446289821,Rarely,image_1097.jpg,1,2352.1747446319287,1
51,571.2580709308745,Never,image_1098.jpg,0,3771.8492426050725,1
48,763.5412174477342,Occasionally,image_1099.jpg,0,5999.207305690256,1
36,566.3477946228384,Never,image_1100.jpg,0,2934.716545110404,1
36,667.019132459742,Occasionally,image_1101.jpg,1,5562.379569454985,2
45,538.3470035772417,Occasionally,image_1102.jpg,0,3907.704297431338,0
41,592.1106455336121,Occasionally,image_1103.jpg,1,3918.9197516929503,0
46,716.072287675019,Occasionally,image_1104.jpg,0,6138.7816083561975,1
47,535.0850333787703,Never,image_1105.jpg,1,3942.8680173018774,1
46,604.4131089395748,Rarely,image_1106.jpg,0,3817.3423325293097,0
52,745.2290274043833,Rarely,image_1107.jpg,1,4537.945164601465,2
47,692.9596214065199,Occasionally,image_1108.jpg,1,4012.0240295286376,0
38,785.9214914894087,Occasionally,image_1109.jpg,1,6047.442067310774,2
49,732.4650125982072,Rarely,image_1110.jpg,1,6100.3968260205875,0
49,698.9027715419195,Occasionally,image_1111.jpg,1,5449.140578235786,0
46,655.1196756995477,Occasionally,image_1112.jpg,1,3073.694054466729,1
44,736.5176343045387,Frequently,image_1113.jpg,0,4821.156592788309,1
46,606.9679156969372,Rarely,image_1114.jpg,0,2124.7368821204986,0
42,780.1999994273103,Occasionally,image_1115.jpg,1,5999.836311575601,1
51,702.8102804754208,Occasionally,image_1116.jpg,0,5904.85131031444,0
46,793.1277195263633,Rarely,image_1117.jpg,0,7404.793191471473,0
39,575.1101244816077,Rarely,image_1118.jpg,1,3055.9880959245706,0
52,662.8319585144392,Rarely,image_1119.jpg,1,5322.39653507892,0
41,797.4047737175948,Never,image_1120.jpg,0,4785.575598473185,0
50,615.3171281782455,Occasionally,image_1121.jpg,0,3765.1820288948707,0
46,653.8286150148695,Occasionally,image_1122.jpg,1,3820.8901957150315,2
46,807.1970895021634,Occasionally,image_1123.jpg,1,5197.342041607125,1
46,732.9720611001172,Occasionally,image_1124.jpg,0,5476.160019044143,3
45,771.2578800452702,Rarely,image_1125.jpg,1,6041.601917850989,1
44,608.8009012871912,Rarely,image_1126.jpg,0,4692.68924666703,0
47,767.0176385341836,Occasionally,image_1127.jpg,0,2475.666825587299,2
48,774.6637642418955,Occasionally,image_1128.jpg,0,3922.547865814448,0
47,700.3405427744117,Occasionally,image_1129.jpg,0,3329.725363181955,2
56,638.1715470713095,Never,image_1130.jpg,1,4012.6354408458983,2
41,685.7413857352416,Occasionally,image_1131.jpg,1,6289.3529759956,3
51,715.5112303868373,Occasionally,image_1132.jpg,0,7351.109818740824,2
43,823.5730441122851,Frequently,image_1133.jpg,1,5285.555385258358,1
52,564.1901227578969,Rarely,image_1134.jpg,1,3516.5684547126807,0
53,711.9602379125602,Never,image_1135.jpg,1,5143.997213969812,0
45,540.6248175180829,Never,image_1136.jpg,0,5082.683938070562,0
42,570.7064150786977,Occasionally,image_1137.jpg,0,3947.636817262263,1
44,614.4583622513858,Occasionally,image_1138.jpg,0,5504.608916962119,0
47,696.4909751129749,Occasionally,image_1139.jpg,0,5375.421982826126,0
45,717.8171617952984,Frequently,image_1140.jpg,1,5550.327784475828,0
44,511.57511083909037,Rarely,image_1141.jpg,0,3691.5810364451104,1
47,709.9104972689021,Occasionally,image_1142.jpg,1,6052.709703009908,0
28,643.3917107711915,Rarely,image_1143.jpg,0,4682.24472044542,0
43,640.1494349468713,Occasionally,image_1144.jpg,0,4565.09655780048,1
40,800.7082243881778,Occasionally,image_1145.jpg,1,6184.99312983724,2
52,664.0840364628156,Occasionally,image_1146.jpg,1,6354.367739627273,0
37,623.6066809797572,Never,image_1147.jpg,1,3536.0512674276074,1
50,765.8646934045146,Frequently,image_1148.jpg,0,5543.568295437155,1
43,557.2582025324718,Occasionally,image_1149.jpg,0,3592.168216832211,0
33,814.2462239137651,Occasionally,image_1150.jpg,1,6216.069468851467,2
52,668.3501873176931,Never,image_1151.jpg,0,4803.470354913363,0
46,767.4656898726845,Occasionally,image_1152.jpg,1,5631.423011467427,1
44,702.9051895278533,Occasionally,image_1153.jpg,1,3675.7591513573257,2
37,656.9783077018892,Rarely,image_1154.jpg,0,5180.612624562319,1
43,705.1564796498162,Occasionally,image_1155.jpg,1,5633.693279379981,2
46,604.0326063369664,Occasionally,image_1156.jpg,0,3340.6932130626224,0
47,742.4308716132207,Occasionally,image_1157.jpg,1,5329.527678453071,0
40,526.4117160886719,Occasionally,image_1158.jpg,1,3411.7802244979557,0
50,749.32563413093,Occasionally,image_1159.jpg,1,6211.201692498472,1
50,534.340650903903,Rarely,image_1160.jpg,0,4109.831023590132,0
36,649.043981677245,Never,image_1161.jpg,0,4376.6279795161945,0
50,673.8128158946355,Occasionally,image_1162.jpg,0,4644.1714383371955,2
47,750.5785295736331,Occasionally,image_1163.jpg,1,5635.584837936491,0
40,744.0182830504234,Rarely,image_1164.jpg,0,4191.13059235311,0
43,529.2281103894189,Occasionally,image_1165.jpg,1,3994.2076811246825,0
47,685.389060280118,Occasionally,image_1166.jpg,1,5477.682485063992,1
43,685.7357444378563,Occasionally,image_1167.jpg,1,4961.093938855588,3
44,827.3353975122259,Frequently,image_1168.jpg,0,4588.842502354294,0
51,704.1147830905428,Never,image_1169.jpg,1,7235.816599000532,0
36,604.5911611749802,Never,image_1170.jpg,1,3298.2240112904856,0
42,683.2288724937232,Occasionally,image_1171.jpg,0,4036.503463990291,0
32,730.4325153116512,Frequently,image_1172.jpg,1,6926.800010637032,1
49,599.621874001427,Occasionally,image_1173.jpg,0,2327.905194264076,1
56,506.66451686480025,Occasionally,image_1174.jpg,1,4278.606577211306,2
49,597.544990449272,Rarely,image_1175.jpg,0,3386.342918944903,0
54,765.9931968540449,Rarely,image_1176.jpg,0,4667.03589029817,0
44,769.2191050470963,Frequently,image_1177.jpg,1,6026.10853177953,0
45,598.262000316461,Rarely,image_1178.jpg,0,3860.110691458655,0
44,595.8296861435314,Occasionally,image_1179.jpg,0,2874.3611752008437,0
50,586.169798182457,Occasionally,image_1180.jpg,0,3494.8706905966956,0
46,628.3261443025095,Rarely,image_1181.jpg,0,3396.824091767673,0
42,748.9839841877722,Rarely,image_1182.jpg,0,3961.8334746592827,0
38,772.2417111174293,Rarely,image_1183.jpg,1,3916.596547746836,0
41,703.9009985811722,Never,image_1184.jpg,0,3279.6336176244417,0
51,770.8123110396202,Rarely,image_1185.jpg,1,4569.74932610163,0
54,811.1060529580355,Occasionally,image_1186.jpg,0,4693.7227607462855,1
40,663.0716911138327,Occasionally,image_1187.jpg,1,5325.878487371947,0
41,666.7601249268255,Never,image_1188.jpg,0,4131.602072034804,0
37,800.8527835292316,Rarely,image_1189.jpg,1,6287.787748600965,1
50,678.7887710776696,Never,image_1190.jpg,0,2505.948850848995,0
43,785.1624222904352,Occasionally,image_1191.jpg,1,6266.34149226899,1
43,527.1985072759109,Occasionally,image_1192.jpg,0,5174.80181750832,0
44,653.6836837276544,Rarely,image_1193.jpg,0,4535.747591453204,1
39,677.3681094842304,Occasionally,image_1194.jpg,0,5226.8810774931135,1
41,725.4917174897996,Never,image_1195.jpg,1,6329.285131091961,2
47,791.5591521431701,Occasionally,image_1196.jpg,1,5547.659288784413,2
52,630.7866402294683,Rarely,image_1197.jpg,1,3896.335111126414,0
44,817.2645706181092,Frequently,image_1198.jpg,0,5673.741098067913,2
50,684.4399100344099,Rarely,image_1199.jpg,1,6359.878977344509,1
43,709.4449519663553,Occasionally,image_1200.jpg,0,4927.659583538604,1
48,689.9093196553541,Occasionally,image_1201.jpg,0,4650.9089189137885,2
49,713.3434037637587,Frequently,image_1202.jpg,1,5762.965118900073,1
42,722.676199283479,Rarely,image_1203.jpg,1,4756.748047285098,2
45,548.0855766918937,Occasionally,image_1204.jpg,0,3923.3383353933555,0
41,600.100964108066,Never,image_1205.jpg,0,4619.343614834582,1
45,829.4913760423126,Rarely,image_1206.jpg,1,5107.714722780253,0
40,764.4752704910126,Frequently,image_1207.jpg,1,4216.830598858713,1
44,659.6901943836175,Never,image_1208.jpg,0,3158.7750131322437,1
46,758.3118100389457,Occasionally,image_1209.jpg,1,6151.860303830489,0
45,856.5203622313197,Occasionally,image_1210.jpg,1,6113.235801416931,0
51,790.2510397378932,Occasionally,image_1211.jpg,1,6004.074526505204,0
47,769.6788086899587,Never,image_1212.jpg,0,5687.665973660278,3
51,501.3897842318538,Occasionally,image_1213.jpg,1,4535.954220928497,0
45,561.0519373050751,Never,image_1214.jpg,1,4686.9865081274675,1
43,756.634342745225,Occasionally,image_1215.jpg,1,3859.702306911432,0
36,600.0236919667261,Rarely,image_1216.jpg,1,6740.898071573131,0
43,626.0588673704573,Never,image_1217.jpg,0,3643.954124890198,1
37,797.6471950881345,Frequently,image_1218.jpg,1,5211.086052310537,1
37,766.550411726548,Frequently,image_1219.jpg,1,6553.79675211815,1
45,525.492241053226,Rarely,image_1220.jpg,1,3409.7958025336943,0
54,547.7819909497906,Never,image_1221.jpg,1,3290.072509759086,1
47,630.171987090023,Occasionally,image_1222.jpg,0,4669.96576188681,1
40,821.2786954083117,Rarely,image_1223.jpg,0,4487.984857349229,3
43,643.1296137656718,Never,image_1224.jpg,0,3592.1339867985594,1
39,563.2173750588329,Never,image_1225.jpg,0,4792.708097283478,0
37,528.0761060927015,Occasionally,image_1226.jpg,0,5100.441530690566,0
41,625.4596510389973,Rarely,image_1227.jpg,1,5851.785843632736,0
47,553.8875480797963,Occasionally,image_1228.jpg,0,4125.012993295597,1
35,728.3287637775907,Never,image_1229.jpg,1,6213.071717475838,1
49,536.689944638879,Rarely,image_1230.jpg,0,4459.87386061632,0
53,714.980046917511,Never,image_1231.jpg,0,4917.092860237465,0
34,666.3634317918267,Frequently,image_1232.jpg,1,6861.138992352297,0
44,626.9999210615223,Never,image_1233.jpg,0,3574.032812745282,0
50,584.9569988128318,Rarely,image_1234.jpg,0,4898.265156399302,1
57,694.21639169629,Never,image_1235.jpg,1,4544.433154739845,3
55,638.1580014931744,Occasionally,image_1236.jpg,0,3621.5858661832367,0
46,675.1444264505031,Rarely,image_1237.jpg,0,3704.509104857406,0
42,530.9595321911587,Never,image_1238.jpg,0,4828.317159843795,1
37,791.9769045380295,Occasionally,image_1239.jpg,0,5942.637939521064,0
40,888.3516185710083,Rarely,image_1240.jpg,1,6907.850338538942,0
48,713.7487026490368,Occasionally,image_1241.jpg,1,6031.293482995562,0
39,650.5776350962882,Never,image_1242.jpg,0,4035.033318290487,1
38,786.0524565327871,Frequently,image_1243.jpg,1,6499.630111482148,2
44,503.7330525131246,Rarely,image_1244.jpg,0,5132.59728612809,1
44,623.5101142760836,Rarely,image_1245.jpg,1,6703.089348886004,3
43,587.7890367103797,Never,image_1246.jpg,0,4028.2177541162428,1
40,715.9076024944927,Rarely,image_1247.jpg,1,4789.991773574982,0
47,517.1090464499206,Occasionally,image_1248.jpg,0,2756.0409412526806,1
45,766.8502870988464,Never,image_1249.jpg,0,4062.375279506639,0
40,574.9996201200831,Occasionally,image_1250.jpg,1,4732.992370375946,0
41,591.5752720532683,Rarely,image_1251.jpg,0,3190.276769342177,0
46,522.0160440485283,Occasionally,image_1252.jpg,1,2757.246252200475,0
46,599.1084857915399,Occasionally,image_1253.jpg,0,4353.546949670814,0
36,699.074105816861,Never,image_1254.jpg,1,2981.735663636843,1
41,422.6934609110914,Occasionally,image_1255.jpg,1,3115.6942549079504,1
52,547.9135782030139,Rarely,image_1256.jpg,0,4578.554380822987,0
50,840.8851286962156,Frequently,image_1257.jpg,1,4466.525385991351,2
42,739.8575807698116,Occasionally,image_1258.jpg,1,5831.361279544045,2
48,581.2143764433933,Rarely,image_1259.jpg,1,4648.885523562511,0
52,781.9895178721443,Frequently,image_1260.jpg,1,5203.243598516304,1
41,820.4796721035809,Occasionally,image_1261.jpg,1,6357.748669944214,2
37,605.7196273966023,Rarely,image_1262.jpg,0,4316.612121220099,0
45,722.7937334277153,Occasionally,image_1263.jpg,0,5345.098112301082,0
49,540.7449629817253,Rarely,image_1264.jpg,1,2922.605185185169,1
41,667.5178737802261,Frequently,image_1265.jpg,0,6559.059690176727,0
50,767.8852723647394,Never,image_1266.jpg,0,3581.5676563067314,1
44,770.9557936328463,Rarely,image_1267.jpg,0,4471.532451829234,0
48,786.7153895309877,Occasionally,image_1268.jpg,1,6039.572339592878,2
37,518.9218949305966,Rarely,image_1269.jpg,0,4295.610493053139,0
41,738.2868371220472,Frequently,image_1270.jpg,0,5187.497085786661,1
34,570.3526948852453,Rarely,image_1271.jpg,0,3847.2113532176227,1
44,631.1058977213848,Rarely,image_1272.jpg,0,4060.630950283094,1
52,724.4849982538349,Never,image_1273.jpg,0,5968.200660433814,2
48,633.5203019093159,Occasionally,image_1274.jpg,0,3957.617380056376,0
46,612.275064349531,Rarely,image_1275.jpg,0,4747.736126480428,2
45,719.5910648972214,Frequently,image_1276.jpg,0,4712.774866199643,1
49,779.8194326013146,Rarely,image_1277.jpg,0,4511.967752529226,0
48,648.6909322865624,Rarely,image_1278.jpg,1,5611.729702149197,2
40,744.2409955013534,Rarely,image_1279.jpg,0,4158.038902440119,0
44,753.1979498948123,Frequently,image_1280.jpg,1,4764.971752897785,3
39,556.924192380262,Occasionally,image_1281.jpg,1,3977.3937973614084,0
40,634.8331308840294,Occasionally,image_1282.jpg,1,5951.441080913526,0
44,757.3860097319186,Occasionally,image_1283.jpg,0,4490.165028827576,0
48,714.6156426897642,Rarely,image_1284.jpg,1,3565.1328479250137,0
43,493.0294439456414,Never,image_1285.jpg,0,3264.0737243408794,0
51,784.957059136845,Rarely,image_1286.jpg,1,6483.981968371562,1
53,712.7934047389572,Occasionally,image_1287.jpg,1,5807.000420478554,2
37,748.8523410090555,Never,image_1288.jpg,1,5468.076550728758,1
55,781.9307761319122,Never,image_1289.jpg,0,5800.204205395165,0
46,743.4214828956739,Frequently,image_1290.jpg,0,5820.688809173461,1
42,727.5578091790004,Occasionally,image_1291.jpg,0,3238.036606627819,0
40,726.8756484487344,Rarely,image_1292.jpg,0,5437.395827573221,2
48,519.9775293969107,Rarely,image_1293.jpg,1,3782.753356964932,0
39,804.6692275888431,Frequently,image_1294.jpg,0,4427.692651922947,1
45,590.4611666097977,Occasionally,image_1295.jpg,0,5139.560395925819,0
45,692.3482016683887,Rarely,image_1296.jpg,0,3234.335138186707,0
49,532.9682912934295,Never,image_1297.jpg,0,5294.173660620628,0
42,693.515655797838,Occasionally,image_1298.jpg,0,5024.703849164079,2
45,795.5988064381914,Rarely,image_1299.jpg,0,6845.270700739971,1
42,642.4401950219562,Occasionally,image_1300.jpg,0,4532.87179346119,0
42,517.779179924608,Never,image_1301.jpg,0,4808.05521647489,0
36,810.0219937775363,Frequently,image_1302.jpg,1,6748.442367933563,3
46,737.4347043960574,Frequently,image_1303.jpg,1,5018.404682492845,2
50,816.1141970667734,Occasionally,image_1304.jpg,0,6193.05629185901,0
48,650.6589271033561,Rarely,image_1305.jpg,0,2515.937069210608,0
40,507.6973219984708,Rarely,image_1306.jpg,1,3777.256412381221,1
44,550.417020236314,Never,image_1307.jpg,0,3144.352075298142,1
36,755.7402976617226,Occasionally,image_1308.jpg,1,6653.563322849948,0
40,614.3110802471795,Occasionally,image_1309.jpg,1,5383.723748409809,2
45,731.765844151296,Occasionally,image_1310.jpg,0,6411.50954441293,0
48,653.5079783135417,Frequently,image_1311.jpg,1,6446.207215375618,0
47,560.7750825293368,Never,image_1312.jpg,0,3425.6989123366966,2
51,766.3147854673721,Never,image_1313.jpg,1,4453.571378111356,3
37,688.5856218202508,Rarely,image_1314.jpg,0,6200.483944657534,1
42,537.1715207034945,Rarely,image_1315.jpg,0,4496.569402484142,0
40,775.0224483241526,Rarely,image_1316.jpg,0,7264.629082141918,0
44,821.8326488030673,Rarely,image_1317.jpg,1,5508.180379402197,0
45,665.1409611023957,Frequently,image_1318.jpg,1,6513.141630101514,2
40,772.7531497047449,Never,image_1319.jpg,0,2371.1454412193652,0
42,662.6272023849324,Rarely,image_1320.jpg,0,3556.6912430317416,2
55,673.568590530332,Rarely,image_1321.jpg,1,5007.453263916041,1
41,438.9542247941379,Never,image_1322.jpg,0,3477.6784118572405,0
50,555.2349227144252,Rarely,image_1323.jpg,1,3119.0758871004614,0
59,603.4604192153386,Never,image_1324.jpg,0,5090.438657021401,0
36,622.2756269935205,Rarely,image_1325.jpg,0,4855.13281474025,0
47,590.6570928107102,Rarely,image_1326.jpg,0,3012.093098132498,2
49,781.9221072821575,Frequently,image_1327.jpg,0,5942.924424646013,1
49,471.092246395831,Occasionally,image_1328.jpg,1,4775.362577423201,2
50,866.2534290895989,Occasionally,image_1329.jpg,1,5824.138035677916,2
46,766.9149563729223,Occasionally,image_1330.jpg,1,5629.998808199271,1
57,831.9605466305866,Rarely,image_1331.jpg,0,4559.870403097693,0
44,449.4264936736376,Occasionally,image_1332.jpg,0,3425.261408252125,2
31,675.0140828191742,Occasionally,image_1333.jpg,0,4999.52114384868,0
54,598.9044504074252,Never,image_1334.jpg,1,3790.1411229606974,1
38,706.9266110160627,Never,image_1335.jpg,0,5446.871973697127,1
45,750.8012777028913,Occasionally,image_1336.jpg,1,5393.751512958019,0
40,529.5530012784666,Occasionally,image_1337.jpg,0,3375.449378314034,1
47,739.3270219593282,Frequently,image_1338.jpg,0,5843.058043701336,0
42,531.6692562574071,Rarely,image_1339.jpg,1,3317.0233446275142,0
52,708.9845669679577,Occasionally,image_1340.jpg,1,5938.510704466051,0
48,753.4139701315429,Occasionally,image_1341.jpg,1,5920.575844709646,1
45,656.9830103905944,Rarely,image_1342.jpg,1,4066.1870353729123,0
48,607.2803516434201,Never,image_1343.jpg,0,2524.095701729516,0
38,532.87767712751,Never,image_1344.jpg,0,3065.590460925036,0
41,635.3352865908823,Never,image_1345.jpg,0,4191.644989794705,0
50,772.7915717782893,Occasionally,image_1346.jpg,1,6702.1582930753575,2
46,772.6786223667286,Occasionally,image_1347.jpg,1,5274.428409256635,1
47,753.951668850976,Frequently,image_1348.jpg,0,5304.238674617141,0
39,668.5059077824658,Frequently,image_1349.jpg,1,5804.241441955863,1
39,710.9764214730245,Rarely,image_1350.jpg,0,5482.157675882306,0
35,630.4180503943007,Rarely,image_1351.jpg,1,3501.192789207733,0
48,720.6139467690218,Never,image_1352.jpg,0,4042.137767852175,0
39,738.8944193825275,Rarely,image_1353.jpg,0,4003.9511210517007,1
41,589.2339145687961,Rarely,image_1354.jpg,0,4932.281906041693,0
47,744.7568078849351,Frequently,image_1355.jpg,1,5482.269852295317,2
42,692.1114095647438,Rarely,image_1356.jpg,0,7221.988906237854,0
46,583.552365516373,Never,image_1357.jpg,0,2842.4186275910715,1
42,580.6354529031302,Rarely,image_1358.jpg,0,5708.5499275306975,0
49,621.035980110585,Rarely,image_1359.jpg,0,4477.349743716945,0
50,713.7214759176168,Never,image_1360.jpg,1,6018.243977560659,0
57,628.5466918068688,Never,image_1361.jpg,1,4548.099470732244,0
45,736.5164463964593,Occasionally,image_1362.jpg,0,6486.594385988602,1
49,738.5032283317037,Frequently,image_1363.jpg,1,5621.868127861814,1
41,626.705632353062,Never,image_1364.jpg,0,3981.6272797484394,0
51,712.8686774414091,Frequently,image_1365.jpg,0,6151.114250831197,1
43,647.5927966411437,Occasionally,image_1366.jpg,0,4695.8605451168105,1
42,639.0455937747339,Rarely,image_1367.jpg,1,4330.677030950562,0
49,768.9101695981905,Occasionally,image_1368.jpg,1,5859.782780404889,0
48,595.4743889061461,Rarely,image_1369.jpg,0,4635.598632605048,0
45,867.9269640066193,Frequently,image_1370.jpg,0,4679.058953629231,1
48,511.21604705144466,Occasionally,image_1371.jpg,0,3931.397641903626,0
47,564.3070589801691,Occasionally,image_1372.jpg,0,2931.544784238844,1
51,599.4495679918377,Occasionally,image_1373.jpg,1,4268.140387280557,0
50,699.6225314474286,Occasionally,image_1374.jpg,1,4740.289003927394,3
48,739.0715500834164,Rarely,image_1375.jpg,1,6670.995299992675,2
50,826.7262617432634,Frequently,image_1376.jpg,1,5032.2795237574255,0
48,670.3460306416042,Occasionally,image_1377.jpg,0,4782.065717420952,2
42,833.1383722598927,Rarely,image_1378.jpg,0,6511.606624981718,1
51,728.0600884795423,Frequently,image_1379.jpg,0,5905.172049542471,0
52,753.8305355770431,Rarely,image_1380.jpg,1,2733.6606698260375,1
42,735.7884615944275,Never,image_1381.jpg,1,5487.124450275151,3
40,629.5867553046392,Rarely,image_1382.jpg,1,3975.5368601877026,0
52,711.0750944924073,Never,image_1383.jpg,1,4799.427712187607,0
49,572.9821121525059,Occasionally,image_1384.jpg,1,2681.690484914525,0
39,744.8652965178791,Frequently,image_1385.jpg,0,7033.127049918862,3
44,611.8674448445032,Rarely,image_1386.jpg,1,4968.622197458795,0
50,793.3351524365559,Rarely,image_1387.jpg,1,6046.109504970312,2
48,556.099510406481,Rarely,image_1388.jpg,1,4675.9429134124675,1
32,756.2936665010061,Occasionally,image_1389.jpg,0,6574.39606219224,0
56,632.3639031060917,Rarely,image_1390.jpg,0,4015.2273409728614,1
43,762.7943741163111,Frequently,image_1391.jpg,1,6897.033760528073,0
45,747.7026813386727,Frequently,image_1392.jpg,1,4105.334878346745,1
49,600.9207767648304,Rarely,image_1393.jpg,1,4015.4938619898508,0
44,603.6055371882557,Rarely,image_1394.jpg,0,4305.864262239909,0
44,699.780868215558,Rarely,image_1395.jpg,0,3549.7624553983746,2
38,565.58117317286,Rarely,image_1396.jpg,1,4559.852578484012,0
40,749.4243447102715,Frequently,image_1397.jpg,1,5327.41303378356,0
47,748.4241886515264,Rarely,image_1398.jpg,0,5999.41532347266,2
43,742.1844561434074,Occasionally,image_1399.jpg,1,4244.419172981296,0
51,759.6898179565809,Occasionally,image_1400.jpg,1,5740.437958720799,3
42,769.4331506164597,Never,image_1401.jpg,0,3790.4814965102864,3
43,744.0906198196941,Frequently,image_1402.jpg,1,5358.718624907246,1
46,596.9781144452393,Never,image_1403.jpg,0,5197.405428792379,0
43,458.45839341609786,Occasionally,image_1404.jpg,0,2925.199416140384,2
39,750.3506339673886,Occasionally,image_1405.jpg,0,5927.291574637816,3
52,712.4484819565865,Rarely,image_1406.jpg,0,3165.8420726533714,0
42,686.7734199607211,Never,image_1407.jpg,0,3046.1091533853155,2
47,708.8836478127938,Rarely,image_1408.jpg,0,4621.665806772205,0
52,728.6676884582891,Rarely,image_1409.jpg,1,4033.61058364278,0
43,630.7389771580513,Rarely,image_1410.jpg,0,4645.088080496661,0
52,765.8325078338278,Occasionally,image_1411.jpg,1,6073.537561908409,1
45,702.9172634538808,Frequently,image_1412.jpg,0,6837.924825696126,0
46,799.7249200706017,Rarely,image_1413.jpg,0,4972.326796890896,1
41,565.6721045678466,Occasionally,image_1414.jpg,0,3400.125661833452,0
38,673.2810188383348,Rarely,image_1415.jpg,0,5717.881990073571,3
51,488.2149362248804,Rarely,image_1416.jpg,0,4647.947594000669,2
40,603.8081075634904,Occasionally,image_1417.jpg,0,3033.9163939468312,0
44,479.30940179870777,Rarely,image_1418.jpg,0,4521.076781961318,0
37,746.9487200713763,Occasionally,image_1419.jpg,1,6084.0848783996,1
53,757.255383724343,Occasionally,image_1420.jpg,0,5026.975350186575,0
35,482.8140911383074,Never,image_1421.jpg,1,4708.581083105484,0
46,805.2823793379425,Rarely,image_1422.jpg,1,5176.136287137335,1
45,600.907798158064,Rarely,image_1423.jpg,1,3107.93215433976,2
41,744.7462113534265,Rarely,image_1424.jpg,1,6555.260953094619,2
44,718.3961809068555,Occasionally,image_1425.jpg,1,4165.944819241385,1
48,734.1079898001092,Rarely,image_1426.jpg,1,6776.783788029812,0
49,627.9188026635205,Occasionally,image_1427.jpg,1,3279.746473505533,0
35,440.56276432934175,Occasionally,image_1428.jpg,1,4720.804259361692,0
46,602.5841120830033,Rarely,image_1429.jpg,1,3971.7632662490555,0
48,553.8150831436174,Occasionally,image_1430.jpg,0,4739.345272819148,1
51,814.7596303840942,Occasionally,image_1431.jpg,0,5864.932901610842,2
